Resistance_mOhm,Test_CRate,Test_DoD,Test_SoH,Datasheet_Cycle
0.4,0.9988962852336699,97.53571532049581,89.2797576724562,3136.69539003176
0.4,0.4743868488068863,52.90418060840997,94.6470458309974,103235.9260971596
0.4,1.542676028183701,85.40362888980228,60.823379771832094,5774.922539999751
0.4,0.5401708236482412,65.21211214797688,80.99025726528951,73849.6756109641
0.4,1.136668044741078,64.5614570099021,84.47411578889518,22443.399559645724
0.4,0.97926842390486,72.8034992108518,91.40703845572054,13587.200790138417
0.4,0.5792170771800633,75.71172192068059,83.6965827544817,32900.73311993767
0.4,0.5092578968494996,53.25257964926398,97.95542149013333,81552.0391673171
0.4,2.4175168793789426,90.41986740582306,72.18455076693482,706.334271261975
0.4,1.1563659849750432,56.10191174223894,79.80707640445081,43631.163137295414
0.4,0.18253245067652416,95.4660201039391,70.35119926400068,31545.273849069017
0.4,1.348163250826746,77.33551396716399,67.39417822102108,12653.937377490587
0.4,2.4270031066349405,88.75664116805572,97.57995766256757,288.21503790450134
0.4,2.3124981640554805,54.424625102595975,67.83931449676581,8650.164221229104
0.4,0.20854549338529138,66.26651653816322,75.54709158757927,159954.43081376012
0.4,0.9562079840646143,64.04672548436903,81.70784332632994,35961.45744904204
0.4,0.4382181399394304,90.10984903770199,62.98202574719083,32678.760187927208
0.4,1.8496172032983695,88.56351733429729,62.96178606936361,2730.4779067251757
0.4,0.9603177485062542,55.79345297625649,94.52413703502374,34450.04963306785
0.4,0.25254004068645675,65.54911608578311,73.00733288106989,167981.48874773964
0.4,1.851054828011354,81.87787356776066,95.48850970305307,1334.967731562257
0.4,1.811787489335188,88.03925243084487,82.45108790277985,1703.0072195248708
0.4,1.9503212318909464,74.68977981821953,80.90931317527976,3155.513066730524
0.4,0.3589394247839307,51.57145928433671,85.45641645055122,199183.47341351167
0.4,0.854454354583184,75.42853455823514,96.30265895704372,11981.356370299538
0.4,1.9133227325033169,61.43990827458112,63.07919639315172,12096.954522910684
0.4,0.7954034869930432,58.06106436270022,97.18790609370292,37928.50485005774
0.4,2.1915054164505223,90.18360384495573,67.46280235544144,1234.7047109156176
0.4,2.2421415963759466,76.96711209578254,92.2976062065625,1016.9179521410656
0.4,0.3641246188664242,61.39675812709709,77.08431154505026,153265.11600169868
0.4,2.0632354382139835,93.03652916281717,60.27808522124763,1346.2428845953084
0.4,0.6330587451297526,55.99326836668414,73.50460685614512,145596.13109437987
0.4,2.362983289390046,66.16014660103777,80.75162486973464,2483.420849571663
0.4,2.4322769985303054,98.12236474710556,70.07129183301457,464.2054461662578
0.4,1.2933964141417251,65.04391549083849,71.3936197750987,26447.453710070913
0.4,1.3064296557492676,52.57393756249947,71.14585856946445,55024.20883583036
0.4,2.279838126319969,61.978094533348624,65.79579488364892,5959.57088030184
0.4,0.680932651627601,83.60677737029393,90.46478461314871,12795.017883562205
0.4,0.6703301055817592,86.41081743059297,74.71132530877013,20918.53203393225
0.4,1.3858592417794204,54.51448850272041,93.41209982356952,18952.143291840657
0.4,0.8698721559321659,59.32592551999271,61.63100566219056,100745.4018026023
0.4,0.13981078942685476,75.60465291496405,69.05983100791752,123329.65624030442
0.4,1.6484146969826796,58.718321450249576,87.63750952409865,11288.069483942036
0.4,0.43005026595038376,67.05331755251292,64.53894084962356,130480.80214103189
0.4,2.3192646838685507,93.86696766904905,70.31766510860622,730.4235558101312
0.4,1.4324819478387096,76.48252891780032,69.67409163601806,10746.484301554694
0.4,0.32344664273415813,94.86078789766634,96.01672228653322,9610.257785380014
0.4,0.9381029790703861,86.29778394351197,95.88441039810309,5575.995902779362
0.4,2.2290074182362813,88.99377729288119,85.68126584617151,660.9135251323671
0.4,0.12207292387991116,55.073577143301605,86.54007076432222,241821.2751482624
0.4,0.11214780123092485,58.04040257087493,81.94935157466344,248457.89974463993
0.4,0.6382463427053434,85.6089610673768,69.489963499872,26879.131094721135
0.4,0.8809592755822425,87.32457025590121,85.98531596188859,8552.655021406754
0.4,1.463940648005132,54.683738391404624,74.70863212237734,33605.35853866636
0.4,0.736485682436141,62.19948216895418,98.92042219009782,30825.860468821997
0.4,1.614732702393431,89.74056517708243,80.10548372420769,2413.1588370136724
0.4,1.484569323103262,74.6258846909432,67.80971951192178,11068.424040364027
0.4,0.15835831943548923,82.27361479535838,67.08442717628196,82928.53736041457
0.4,2.3571006024469945,97.69642885012937,96.59457560881793,196.244317324234
0.4,2.419971565704807,98.18099885446264,94.12037821869441,190.9738984797009
0.4,0.8066773409670056,69.25488643009626,94.04546686067428,20714.704773676414
0.4,1.4363230299000405,96.80773870803904,87.84119186699891,1580.1561287327677
0.4,1.468146808214476,54.85882468853843,84.6002890679668,22661.483083424864
0.4,1.8778446826100907,84.8507870497634,88.09936335948437,1461.9864962505262
0.4,0.9627787629274124,64.67959221322467,92.37444621914054,22572.054543262562
0.4,2.291777326135531,75.56711994304689,80.06065178748798,1679.1289439938653
0.4,2.0159084295202603,82.49819653888827,88.07867509030814,1316.6542215643697
0.4,0.9111883764436859,68.7791476319972,63.75927759363476,49588.795750734425
0.4,1.4878723383908177,51.797113689837104,78.6239207252984,31642.12061837241
0.4,1.517999825365626,51.52501249695247,61.493927549968575,48298.18966619988
0.4,2.0742413455831796,68.00953207056314,65.0824205060754,6229.7994554591005
0.4,0.6179704659924236,81.14452379095002,63.41389859975072,40041.65783489423
0.4,0.22403613080465848,76.5677315784074,81.62540486440426,66659.95045001396
0.4,2.442044990710083,75.81501741505977,72.91825891764984,1629.2448755428607
